"LA","RD","LeafN","SLA","WD","Lambda","logGauss2D"
-0.642761925544698,NA,0.62496362779346,-0.516837425645687,0.236783240428143,NA,NA
NA,NA,-1.15925584506031,-2.11915087924785,-0.132507416631465,NA,NA
NA,NA,-1.9515577413063,NA,-0.651791073269221,NA,NA
NA,0.550604040400373,-0.857148733755109,NA,-1.0109921994836,NA,NA
NA,NA,-1.22461340622582,-2.75583187179982,-0.754279972247648,0.512193275191314,NA
NA,NA,-1.5808355298667,NA,NA,NA,NA
NA,NA,-0.305312482958276,-0.697306113556811,NA,NA,NA
NA,0.806066967421501,-1.27058471821101,NA,-0.830149751314809,NA,NA
NA,0.754306369820493,NA,NA,NA,NA,NA
NA,NA,-1.29128732458965,NA,-0.821094082947182,NA,NA
NA,NA,NA,NA,-0.853985905595579,NA,NA
NA,0.899968249355318,-1.62924506621496,NA,NA,0.63921494280367,NA
NA,0.521120623672249,NA,NA,NA,NA,NA
NA,NA,-0.610308263635614,NA,NA,NA,NA
NA,NA,0.298426403249154,NA,NA,NA,NA
NA,NA,2.19382429108638,NA,NA,NA,NA
NA,NA,NA,NA,1.04956269265354,NA,NA
NA,NA,1.51023187522465,NA,0.890107571106903,NA,NA
NA,NA,NA,NA,0.890107571106903,NA,NA
NA,NA,NA,NA,0.119293746076453,NA,NA
NA,NA,-0.122207391714273,NA,-0.0202778588642275,NA,NA
NA,NA,0.444539093167584,-0.802848577551646,0.849780201256783,NA,NA
NA,NA,NA,NA,0.281045370525471,NA,NA
NA,NA,-0.210549067633371,NA,1.6646005208442,NA,NA
NA,NA,NA,NA,1.55375428661967,NA,NA
NA,NA,NA,NA,0.133760711651076,NA,NA
NA,1.40950087727843,0.440515665346643,NA,-0.265149350077948,NA,NA
NA,NA,0.269129624824326,NA,NA,NA,NA
NA,NA,0.728866109489007,1.10744128279718,-0.351353602773835,NA,NA
1.42134730375791,1.24479449764462,0.745290074448473,0.581811033605912,-0.5410492851381,NA,NA
NA,NA,0.0631190682857593,NA,NA,-0.137805500110696,NA
NA,NA,0.126186236353233,1.33690463718269,-0.462347634776687,NA,NA
0.870735398439063,1.44173616997081,-0.308376616937027,-0.00736935808550159,0.0308998765104124,NA,NA
0.93994017350734,0.653970701171695,0.0344842063799303,1.51969777598938,0.620361231544471,1.06464638564904,NA
NA,NA,0.259513839153218,NA,NA,NA,NA
NA,1.72418135090781,-0.498965048697557,0.358487806283217,NA,NA,NA
NA,NA,0.547562154095609,-0.215680429557714,-0.36320191736287,NA,NA
NA,-0.401383401781703,NA,1.76046184542651,NA,-0.305886299353458,NA
NA,NA,0.989661049797313,NA,0.719447499590632,NA,NA
NA,2.02542601676153,-1.61227042171542,-2.01802590680716,0.962312289138897,NA,NA
NA,NA,0.24978879333162,-0.435652569109424,-0.0944015528410428,NA,NA
NA,NA,NA,NA,-1.04242543125017,NA,NA
NA,NA,-0.328574002192974,-0.299437041300226,NA,-0.329095664247009,NA
NA,NA,0.815786464237656,0.532043366442983,NA,NA,NA
-1.65848195001095,NA,NA,0.374759367271801,NA,NA,NA
NA,NA,1.11628329745177,NA,-0.0118903632316194,NA,1.67188955255729
NA,NA,NA,NA,-0.924271471186559,NA,NA
NA,NA,1.34595911717195,1.42481204956566,-0.815437049205633,NA,NA
NA,NA,0.823425919987182,NA,NA,NA,NA
NA,NA,0.323593415264688,-0.0086141077293884,-1.18639994638249,NA,NA
NA,NA,0.865189569563376,NA,NA,NA,NA
NA,NA,NA,NA,1.03261666070198,NA,NA
0.85559114372096,NA,1.10270150422219,-0.249387875589401,-0.280607662917801,NA,NA
NA,NA,1.86322964281385,0.263787562033181,-0.518640778768491,NA,NA
NA,NA,0.109447954636336,-1.17707259401746,-0.0160773590457917,NA,NA
NA,NA,0.322196573751287,NA,-0.724494943664667,NA,NA
NA,NA,0.730550384680052,0.815738813693507,NA,NA,NA
NA,NA,0.350086542393983,-0.111708348927837,-1.03411192757707,NA,NA
NA,NA,0.175951355591388,NA,0.208998480790393,NA,NA
NA,NA,0.956353570183117,0.0584827681141084,NA,NA,NA
NA,NA,-0.252409373560504,NA,NA,NA,NA
NA,NA,-0.252409373560504,NA,NA,NA,NA
NA,NA,0.125125813074536,NA,0.620816694665086,NA,NA
NA,NA,NA,-0.692239874289791,NA,NA,NA
NA,NA,-1.72617745171836,NA,1.73082961126696,NA,NA
NA,NA,NA,NA,1.73082961126696,NA,NA
NA,1.01480947727586,0.500010897861531,NA,NA,NA,NA
NA,NA,1.23950573824169,NA,NA,NA,NA
NA,NA,-0.89234915945674,NA,-0.343598665667616,NA,NA
NA,0.118637167271181,-0.753851482854746,-0.44353525166859,-0.971132740049659,NA,NA
0.178100467999229,NA,1.19499325814859,0.292579898332236,0.549311277919867,NA,0.861838456183503
NA,NA,-1.20806334426457,NA,NA,NA,NA
-0.225308290277145,NA,-0.141633791596963,NA,NA,NA,NA
0.948794610263876,NA,1.47110308134387,0.145394173084848,NA,NA,NA
NA,NA,NA,NA,-0.120852040302876,NA,NA
NA,NA,NA,NA,-0.862336994773448,NA,NA
NA,NA,0.504950862408847,0.449761278154397,-0.0325031323672873,NA,NA
NA,NA,0.710268869620068,NA,0.409151612437025,NA,NA
NA,NA,-1.21825848320086,0.473378361864852,NA,NA,NA
NA,NA,0.413895463353355,-0.779708572978918,-1.45919045572694,NA,NA
1.45056175922779,NA,-0.0471809710147001,-0.32310212144295,NA,NA,NA
NA,NA,-0.47459735929221,NA,NA,NA,0.892978398669614
NA,NA,-0.748898267111505,NA,-0.0473306624396051,NA,NA
NA,NA,NA,NA,-0.0512910877283617,NA,NA
NA,-0.401383401781703,-1.05538050286488,-1.17366305885326,1.14184735716543,NA,NA
NA,NA,0.979428020948628,0.821347351442829,-1.60008967968557,NA,NA
NA,0.231065185889947,-1.65819758407069,NA,-1.17386797395274,NA,NA
NA,NA,-0.914281933466842,-0.374436081912336,NA,NA,NA
NA,NA,-1.06303938902566,-0.272261621060983,NA,NA,NA
NA,NA,-0.108990633343628,NA,NA,NA,NA
-2.03744215579138,NA,-0.298299760703148,0.52748621246467,-0.488765429873449,NA,NA
NA,NA,0.708464771453978,NA,NA,NA,NA
NA,NA,-1.03339211037288,0.230816584734007,NA,NA,NA
NA,NA,-0.558833368920405,0.490466737212555,NA,NA,NA
0.20511652989667,0.806066967421501,0.813033144745605,1.11580555294206,NA,NA,NA
NA,NA,-0.357410699936711,-1.4964218258934,NA,NA,NA
NA,0.950229302492402,-0.747635022955693,-1.04150020756555,NA,NA,NA
NA,NA,1.97319303967965,NA,NA,NA,NA
NA,NA,0.265918721545874,NA,NA,NA,NA
NA,NA,0.500729254369969,NA,NA,NA,NA
1.00745468087837,NA,-0.671279723747253,-1.57025910027053,1.01420542888453,NA,NA
1.18739906479768,NA,-0.449697531756085,-1.17254407918361,NA,NA,NA
NA,NA,-0.987731937137932,NA,1.03114842174749,NA,NA
NA,NA,-0.48012260153288,NA,NA,-0.548306554387775,NA
NA,NA,-0.54329307531004,NA,-0.113947948539749,NA,NA
NA,NA,-0.898416775019506,NA,NA,NA,NA
NA,NA,0.842916087644203,-0.605705299865974,1.26370529039677,NA,NA
NA,NA,-0.846558443973285,NA,NA,NA,NA
NA,1.00879360281467,0.595458375516301,NA,NA,0.537119851877025,NA
NA,0.118637167271181,-0.810833995116426,NA,NA,NA,NA
NA,NA,-0.952760321091115,NA,-0.506479165051199,NA,NA
-0.397360646832037,NA,-0.340850471972876,0.363604104657278,NA,NA,NA
NA,NA,0.615509466168338,-0.0449885138712571,NA,NA,NA
NA,NA,-0.0703892264346204,NA,NA,NA,NA
NA,NA,-0.247774772968344,NA,NA,NA,NA
NA,NA,0.759368696898752,NA,NA,NA,NA
NA,NA,-0.694853355491656,NA,NA,NA,NA
NA,NA,0.444228518455432,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.351090021003625,NA
NA,NA,0.211381277753512,-0.479218760607461,-0.466453072251358,NA,NA
NA,NA,NA,NA,0.853259925725144,NA,NA
NA,NA,0.158956093221046,NA,NA,NA,NA
NA,NA,-0.500218105928894,NA,0.344033347938859,NA,NA
NA,NA,0.313869716210522,-0.438130813449237,0.934818475089513,NA,NA
NA,NA,-0.559761838973966,NA,NA,NA,NA
NA,NA,NA,NA,-1.97253369187271,NA,NA
NA,NA,0.319511342175875,NA,0.524904591966691,-0.563335379902894,-0.0426368297026719
NA,NA,0.520480802258213,-0.247386402797008,0.144425803731639,NA,NA
0.697121688400561,NA,0.69539221124732,1.66346020697114,0.377288703158081,NA,NA
NA,NA,0.239810127814193,-0.382808588432547,0.139997585075668,NA,NA
NA,NA,1.02178064552103,NA,NA,NA,NA
NA,NA,0.631186043545697,NA,0.591050427342413,NA,NA
NA,NA,0.0538225973531696,NA,-0.121386429575062,NA,NA
NA,-0.401383401781703,0.505700031323647,0.0494241871680004,0.068149769497253,NA,NA
0.183335746972756,-0.789280549830035,0.602354928539172,-0.368818159595546,0.354754042094854,NA,NA
0.126656814367095,NA,0.114846111972734,-0.0924231389027556,-0.134276333882927,NA,NA
NA,NA,-0.288639455322945,NA,NA,NA,NA
NA,NA,NA,1.06917800057842,NA,NA,NA
NA,NA,1.24466049748784,0.110307089965641,NA,NA,NA
NA,NA,2.07340796678845,1.68063760292223,NA,NA,NA
NA,NA,-0.754297555327448,-1.00569267681849,0.346940323469798,NA,NA
NA,NA,0.391842993869249,-0.0859805487126354,-0.261116206080654,NA,NA
NA,0.854485772877335,-0.38012090610207,-0.505962665469259,-1.4929644267234,NA,NA
NA,NA,NA,NA,NA,-0.534289579289442,NA
NA,NA,-0.987020849910539,-0.898133821802977,0.631810221481451,NA,NA
NA,NA,0.344182706734609,1.23213145776049,NA,NA,NA
-0.430235752114372,NA,0.591079350322169,0.83378605843724,NA,NA,NA
NA,0.806066967421501,NA,NA,NA,NA,NA
-1.12264008756575,0.274313810358828,0.0917199507595502,-0.0201533794934579,NA,NA,-0.297430093864281
NA,NA,0.366901777113573,-0.511315944363445,0.461670636661783,NA,NA
NA,NA,0.0120545314279739,NA,0.377261211578944,NA,NA
NA,NA,NA,NA,-1.3130687331584,NA,0.126766122600007
NA,NA,-0.234289230661551,0.125117448880933,-1.22478688963236,NA,NA
NA,NA,NA,NA,NA,-0.133580987375713,-0.876052732930161
NA,NA,NA,1.66628158260529,NA,NA,NA
NA,NA,NA,1.62429297407987,NA,NA,NA
NA,NA,-1.73617130694853,NA,0.285498782969999,NA,NA
NA,NA,NA,NA,-0.99945276099277,0.447812164292828,NA
NA,NA,-1.35274564885163,-0.232810782348895,0.198403532057487,NA,NA
NA,NA,0.112532730889284,NA,NA,NA,NA
NA,NA,-0.540059929440737,NA,-0.229904403716628,NA,NA
NA,NA,NA,NA,1.00466395617297,NA,NA
0.0779758657467503,NA,1.89603980894724,1.19409739143756,NA,NA,NA
NA,NA,0.150133068635728,-0.97768433528145,0.70603300254595,NA,NA
NA,NA,-0.517057885018717,-0.324360260918123,-0.0127946497869865,-0.591500522214087,NA
2.03223084845132,NA,-0.366791899822487,-1.04366636614254,0.157796829616228,NA,NA
0.51902710213127,NA,0.283376382069979,0.739971591346974,0.665671920193366,NA,NA
0.228867408191075,NA,-0.204195785790239,1.00927506469588,0.564449429320049,NA,NA
NA,NA,1.32311997595979,1.36997825702186,NA,NA,NA
-0.145471372529009,NA,NA,0.995123257959059,NA,NA,NA
NA,NA,0.174905510818755,NA,NA,NA,NA
0.998291771782287,NA,0.124314610099824,-0.478387989657501,0.609859418837489,NA,NA
NA,NA,0.577380987130665,-0.159029076560685,0.717278308353813,NA,NA
NA,NA,0.823978087803724,0.478190988974685,0.303577896975115,NA,NA
1.37446246785269,NA,-0.262762856227157,-0.52935393488241,0.950614413680998,NA,NA
0.580014319396793,0.501874434921888,0.390078894385037,-0.410665700235856,0.788813944030287,NA,NA
NA,NA,NA,NA,0.543807818838133,NA,NA
NA,NA,0.039535745526918,NA,-0.328504351498831,-0.537553885222595,NA
NA,NA,-0.565770345595378,NA,1.12838678462867,NA,NA
NA,NA,NA,NA,-0.921758866633058,NA,NA
NA,1.36017214921726,0.55326245285948,NA,-0.853985905595579,NA,NA
NA,NA,0.661772363348682,0.322370658033088,NA,NA,NA
NA,NA,-0.85372528203063,NA,0.758784786261089,NA,NA
NA,NA,-1.11996613648123,NA,NA,NA,NA
NA,1.47477951801338,NA,NA,NA,NA,NA
NA,NA,-0.29329513162841,NA,NA,NA,NA
NA,NA,-0.540292658022005,-1.61006018283479,0.640902877207142,NA,NA
NA,NA,-0.00359462816837892,NA,NA,NA,NA
NA,NA,0.35051620330764,-0.554673996576741,-1.28215581660253,NA,NA
NA,NA,NA,NA,-1.2419497173517,NA,NA
2.79568771971655,NA,0.631345940018364,-1.20159461448726,-1.40345383777982,NA,NA
NA,NA,0.872731336875893,-0.00379739630988796,-1.37629746155329,-0.537054579806707,NA
NA,NA,0.260751559064521,-0.0769354856417011,-1.44270309996139,NA,NA
NA,-0.668122396732275,0.373050069894319,NA,-0.907766287393221,NA,NA
NA,NA,NA,NA,-0.462347634776687,NA,NA
NA,NA,-0.776678920703996,NA,0.274067567461546,NA,NA
NA,NA,-0.146351907076642,-1.5070204596715,-1.49584943091542,NA,NA
NA,NA,0.916332368790848,NA,0.413176772712122,NA,NA
